tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners
Copa do Brasil,Vila Nova,0.0,2.0,Fluminense,3.0,4.0,85.0,58.0,19.0,7.0,01:30:00,2022-05-12,-2.0,2.0,LOST,WON,7.0
Copa do Brasil,Corinthians,2.0,0.0,Portuguesa RJ,6.0,2.0,140.0,90.0,15.0,6.0,01:30:00,2022-05-12,2.0,-2.0,WON,LOST,8.0
Copa do Brasil,Flamengo,2.0,0.0,AE Altos,5.0,3.0,109.0,96.0,9.0,9.0,23:30:00,2022-05-11,2.0,-2.0,WON,LOST,8.0
Copa do Brasil,Ceara,2.0,0.0,Tombense MG,4.0,1.0,102.0,76.0,13.0,6.0,23:00:00,2022-05-11,2.0,-2.0,WON,LOST,5.0
Copa do Brasil,Juazeirense,1.0,2.0,Palmeiras,0.0,9.0,47.0,82.0,2.0,17.0,23:00:00,2022-05-11,-1.0,1.0,LOST,WON,9.0
Copa do Brasil,Athletico Paranaense,4.0,0.0,Tocantinopolis EC,13.0,3.0,132.0,86.0,17.0,5.0,01:30:00,2022-05-11,4.0,-4.0,WON,LOST,16.0
Copa do Brasil,Azuriz FC,1.0,1.0,EC Bahia,4.0,4.0,121.0,131.0,9.0,19.0,00:30:00,2022-05-11,0.0,0.0,DRAW,DRAW,8.0
Copa do Brasil,America MG,2.0,0.0,CSA,2.0,2.0,104.0,110.0,14.0,10.0,23:00:00,2022-05-10,2.0,-2.0,WON,LOST,4.0
Copa do Brasil,AE Altos,1.0,2.0,Flamengo,1.0,9.0,38.0,69.0,3.0,8.0,22:00:00,2022-05-01,-1.0,1.0,LOST,WON,10.0
Copa do Brasil,Palmeiras,2.0,1.0,Juazeirense,8.0,0.0,127.0,65.0,9.0,4.0,01:00:00,2022-05-01,1.0,-1.0,WON,LOST,8.0
Copa do Brasil,Atletico Goianiense,1.0,1.0,Cuiaba,6.0,4.0,82.0,77.0,7.0,6.0,01:30:00,2022-04-22,0.0,0.0,DRAW,DRAW,10.0
Copa do Brasil,Ceilandia,0.0,3.0,Botafogo RJ,1.0,11.0,99.0,141.0,7.0,23.0,01:30:00,2022-04-21,-3.0,3.0,LOST,WON,12.0
Copa do Brasil,Portuguesa RJ,1.0,1.0,Corinthians,4.0,4.0,66.0,87.0,8.0,14.0,01:30:00,2022-04-21,0.0,0.0,DRAW,DRAW,8.0
Copa do Brasil,Tombense MG,0.0,2.0,Ceara,5.0,7.0,99.0,88.0,14.0,10.0,01:30:00,2022-04-21,-2.0,2.0,LOST,WON,12.0
Copa do Brasil,Coritiba,1.0,0.0,Santos,9.0,5.0,92.0,111.0,16.0,2.0,23:30:00,2022-04-20,1.0,-1.0,WON,LOST,14.0
Copa do Brasil,EC Juventude,2.0,2.0,Sao Paulo,3.0,6.0,121.0,156.0,11.0,12.0,23:30:00,2022-04-20,0.0,0.0,DRAW,DRAW,9.0
Copa do Brasil,Tocantinopolis EC,2.0,5.0,Athletico Paranaense,6.0,7.0,109.0,122.0,13.0,20.0,23:00:00,2022-04-20,-3.0,3.0,LOST,WON,13.0
Copa do Brasil,Atletico Mineiro,3.0,0.0,Brasiliense,7.0,3.0,102.0,57.0,22.0,2.0,23:00:00,2022-04-20,3.0,-3.0,WON,LOST,10.0
Copa do Brasil,Fortaleza FC,3.0,0.0,Vitoria,8.0,2.0,89.0,83.0,16.0,6.0,23:00:00,2022-04-20,3.0,-3.0,WON,LOST,10.0
Copa do Brasil,Goias,1.0,2.0,Bragantino,1.0,5.0,125.0,129.0,11.0,10.0,23:00:00,2022-04-20,-1.0,1.0,LOST,WON,6.0
Copa do Brasil,Fluminense,3.0,2.0,Vila Nova,7.0,7.0,100.0,72.0,7.0,6.0,01:30:00,2022-04-20,1.0,-1.0,WON,LOST,14.0
Copa do Brasil,Clube Do Remo,2.0,1.0,Cruzeiro,5.0,2.0,,,2.0,1.0,01:30:00,2022-04-20,1.0,-1.0,WON,LOST,7.0
Copa do Brasil,EC Bahia,0.0,0.0,Azuriz FC,10.0,1.0,168.0,91.0,20.0,5.0,23:30:00,2022-04-19,0.0,0.0,DRAW,DRAW,11.0
Copa do Brasil,CSA,0.0,3.0,America MG,3.0,7.0,117.0,97.0,15.0,9.0,23:00:00,2022-04-19,-3.0,3.0,LOST,WON,10.0
Copa do Brasil,Vitoria EC,2.0,0.0,GE Gloria,7.0,2.0,95.0,83.0,10.0,3.0,00:30:00,2022-03-24,2.0,-2.0,WON,LOST,9.0
Copa do Brasil,Goias,1.0,0.0,Criciuma,5.0,4.0,133.0,77.0,16.0,8.0,00:30:00,2022-03-18,1.0,-1.0,WON,LOST,9.0
Copa do Brasil,Real Noroeste ES,0.0,1.0,EC Juventude,9.0,1.0,82.0,80.0,18.0,7.0,22:00:00,2022-03-17,-1.0,1.0,LOST,WON,10.0
Copa do Brasil,CSA,4.0,1.0,Paysandu,8.0,6.0,134.0,100.0,21.0,14.0,00:30:00,2022-03-17,3.0,-3.0,WON,LOST,14.0
Copa do Brasil,Sao Paulo,2.0,0.0,Manaus,9.0,2.0,125.0,79.0,16.0,5.0,00:30:00,2022-03-17,2.0,-2.0,WON,LOST,11.0
Copa do Brasil,tuntum EC,0.0,3.0,Cruzeiro,4.0,3.0,108.0,92.0,18.0,9.0,23:30:00,2022-03-16,-3.0,3.0,LOST,WON,7.0
Copa do Brasil,Globo FC,1.0,1.0,Brasiliense,10.0,4.0,110.0,84.0,6.0,8.0,23:30:00,2022-03-16,0.0,0.0,DRAW,DRAW,14.0
Copa do Brasil,Tocantinopolis EC,2.0,0.0,FC Cascavel,3.0,9.0,53.0,94.0,6.0,13.0,23:30:00,2022-03-16,2.0,-2.0,WON,LOST,12.0
Copa do Brasil,Moto Club de São Luís,1.0,1.0,Tombense MG,0.0,4.0,159.0,116.0,9.0,8.0,22:00:00,2022-03-16,0.0,0.0,DRAW,DRAW,4.0
Copa do Brasil,Guarani SP,2.0,2.0,Vila Nova,7.0,6.0,132.0,104.0,15.0,8.0,00:30:00,2022-03-16,0.0,0.0,DRAW,DRAW,13.0
Copa do Brasil,Ceara,2.0,0.0,Tuna Luso,6.0,0.0,131.0,82.0,23.0,2.0,00:30:00,2022-03-16,2.0,-2.0,WON,LOST,6.0
Copa do Brasil,Avai,1.0,2.0,Ceilandia,3.0,4.0,121.0,109.0,15.0,7.0,01:28:15,2022-03-11,-1.0,1.0,LOST,WON,7.0
Copa do Brasil,Pouso Alegre,1.0,1.0,Coritiba,3.0,4.0,111.0,128.0,11.0,15.0,00:30:00,2022-03-11,0.0,0.0,DRAW,DRAW,7.0
Copa do Brasil,Juazeirense,1.0,1.0,Vasco Da Gama RJ,7.0,4.0,118.0,93.0,17.0,8.0,00:30:00,2022-03-10,0.0,0.0,DRAW,DRAW,11.0
Copa do Brasil,Azuriz FC,1.0,0.0,Mirassol,2.0,8.0,105.0,177.0,9.0,14.0,22:00:00,2022-03-09,1.0,-1.0,WON,LOST,10.0
Copa do Brasil,Fluminense PI,1.0,1.0,Santos,3.0,8.0,127.0,134.0,16.0,8.0,00:30:00,2022-03-09,0.0,0.0,DRAW,DRAW,11.0
Copa do Brasil,Figueirense,2.0,2.0,Cuiaba,8.0,4.0,82.0,69.0,11.0,8.0,00:30:00,2022-03-09,0.0,0.0,DRAW,DRAW,12.0
Copa do Brasil,Globo FC,2.0,0.0,Internacional,2.0,1.0,113.0,147.0,9.0,9.0,00:30:00,2022-03-04,2.0,-2.0,WON,LOST,3.0
Copa do Brasil,Castanhal,1.0,1.0,Vitoria EC,5.0,3.0,80.0,53.0,10.0,9.0,23:30:00,2022-03-03,0.0,0.0,DRAW,DRAW,8.0
Copa do Brasil,Uniao Rondonopolis,0.0,3.0,Atletico Goianiense,7.0,4.0,112.0,152.0,9.0,8.0,22:00:00,2022-03-03,-3.0,3.0,LOST,WON,11.0
Copa do Brasil,Nova Venecia FC,2.0,1.0,Ferroviario,7.0,5.0,68.0,64.0,8.0,6.0,18:30:00,2022-03-03,1.0,-1.0,WON,LOST,12.0
Copa do Brasil,Portuguesa RJ,1.0,0.0,CRB,11.0,3.0,81.0,78.0,6.0,5.0,00:30:00,2022-03-03,1.0,-1.0,WON,LOST,14.0
Copa do Brasil,Ferroviaria SP,0.0,1.0,Vasco Da Gama RJ,10.0,4.0,113.0,86.0,23.0,4.0,00:30:00,2022-03-03,-1.0,1.0,LOST,WON,14.0
Copa do Brasil,Costa Rica EC,0.0,3.0,ABC,3.0,2.0,74.0,81.0,8.0,14.0,00:00:00,2022-03-03,-3.0,3.0,LOST,WON,5.0
Copa do Brasil,Gremio Anapolis,0.0,0.0,Juazeirense,1.0,3.0,126.0,103.0,16.0,10.0,23:30:00,2022-03-02,0.0,0.0,DRAW,DRAW,4.0
Copa do Brasil,Trem AP,0.0,3.0,Paysandu,2.0,5.0,88.0,83.0,3.0,6.0,23:30:00,2022-03-02,-3.0,3.0,LOST,WON,7.0
Copa do Brasil,Rio Branco AC,0.0,0.0,Vila Nova,2.0,6.0,22.0,32.0,1.0,2.0,23:00:00,2022-03-02,0.0,0.0,DRAW,DRAW,8.0
Copa do Brasil,Real Noroeste ES,2.0,1.0,Operario PR,5.0,5.0,71.0,76.0,6.0,12.0,22:00:00,2022-03-02,1.0,-1.0,WON,LOST,10.0
Copa do Brasil,AE Altos,1.0,0.0,Sport Recife,7.0,4.0,119.0,110.0,11.0,6.0,22:00:00,2022-03-02,1.0,-1.0,WON,LOST,11.0
Copa do Brasil,CEO Varzeagrandense,1.0,2.0,Sampaio Correa,6.0,8.0,89.0,109.0,15.0,21.0,19:30:00,2022-03-02,-1.0,1.0,LOST,WON,14.0
Copa do Brasil,Ceilandia,2.0,0.0,Londrina,4.0,2.0,106.0,103.0,21.0,8.0,18:30:00,2022-03-02,2.0,-2.0,WON,LOST,6.0
Copa do Brasil,Tuna Luso,1.0,0.0,Gremio Novorizontino,9.0,2.0,65.0,80.0,14.0,16.0,18:30:00,2022-03-02,1.0,-1.0,WON,LOST,11.0
Copa do Brasil,Mirassol,3.0,2.0,Gremio,1.0,8.0,96.0,122.0,11.0,15.0,00:30:00,2022-03-02,1.0,-1.0,WON,LOST,9.0
Copa do Brasil,Sousa EC,1.0,1.0,Goias,13.0,3.0,96.0,91.0,12.0,12.0,00:30:00,2022-03-02,0.0,0.0,DRAW,DRAW,16.0
Copa do Brasil,Moto Club de São Luís,3.0,2.0,Chapecoense,2.0,8.0,95.0,101.0,17.0,13.0,22:00:00,2022-03-01,1.0,-1.0,WON,LOST,10.0
Copa do Brasil,Pouso Alegre,2.0,0.0,Parana,9.0,7.0,102.0,116.0,18.0,7.0,22:00:00,2022-03-01,2.0,-2.0,WON,LOST,16.0
Copa do Brasil,Marica,0.0,1.0,Guarani SP,2.0,5.0,95.0,122.0,10.0,7.0,19:00:00,2022-03-01,-1.0,1.0,LOST,WON,7.0
Copa do Brasil,Icasa,0.0,0.0,Tombense MG,4.0,1.0,85.0,83.0,7.0,8.0,18:30:00,2022-03-01,0.0,0.0,DRAW,DRAW,5.0
Copa do Brasil,Campinense Clube,0.0,0.0,Sao Paulo,0.0,4.0,73.0,105.0,7.0,9.0,00:30:00,2022-02-25,0.0,0.0,DRAW,DRAW,4.0
Copa do Brasil,Bahia de Feira,2.0,5.0,Coritiba,7.0,4.0,81.0,75.0,18.0,21.0,22:00:00,2022-02-24,-3.0,3.0,LOST,WON,11.0
Copa do Brasil,Sao Raimundo AM,0.0,1.0,Manaus,4.0,5.0,99.0,122.0,5.0,10.0,19:30:00,2022-02-24,-1.0,1.0,LOST,WON,9.0
Copa do Brasil,Fluminense PI,2.0,0.0,Oeste,4.0,8.0,142.0,175.0,13.0,11.0,18:30:00,2022-02-24,2.0,-2.0,WON,LOST,12.0
Copa do Brasil,Nova Iguacu,0.0,0.0,Criciuma,6.0,3.0,71.0,59.0,9.0,3.0,18:30:00,2022-02-24,0.0,0.0,DRAW,DRAW,9.0
Copa do Brasil,Humaita,2.0,2.0,Brasiliense,4.0,6.0,103.0,92.0,11.0,10.0,01:00:00,2022-02-24,0.0,0.0,DRAW,DRAW,10.0
Copa do Brasil,Atletico Alagoinhas,1.0,1.0,CSA,6.0,3.0,78.0,79.0,19.0,15.0,00:30:00,2022-02-24,0.0,0.0,DRAW,DRAW,9.0
Copa do Brasil,CS Sergipe,0.0,5.0,Cruzeiro,2.0,3.0,111.0,141.0,11.0,16.0,00:30:00,2022-02-24,-5.0,5.0,LOST,WON,5.0
Copa do Brasil,Tocantinopolis EC,1.0,0.0,Nautico Capibaribe,0.0,11.0,32.0,48.0,3.0,5.0,23:30:00,2022-02-23,1.0,-1.0,WON,LOST,11.0
Copa do Brasil,GE Gloria,1.0,0.0,Brasil de Pelotas,1.0,8.0,33.0,27.0,2.0,8.0,23:00:00,2022-02-23,1.0,-1.0,WON,LOST,9.0
Copa do Brasil,Azuriz FC,1.0,0.0,Botafogo SP,4.0,5.0,171.0,133.0,17.0,3.0,22:00:00,2022-02-23,1.0,-1.0,WON,LOST,9.0
Copa do Brasil,ASA,0.0,2.0,Cuiaba,6.0,7.0,87.0,72.0,5.0,5.0,22:00:00,2022-02-23,-2.0,2.0,LOST,WON,13.0
Copa do Brasil,Salgueiro,0.0,3.0,Santos,5.0,7.0,136.0,113.0,8.0,12.0,22:00:00,2022-02-23,-3.0,3.0,LOST,WON,12.0
Copa do Brasil,tuntum EC,4.0,2.0,Volta Redonda,4.0,6.0,42.0,98.0,6.0,12.0,18:30:00,2022-02-23,2.0,-2.0,WON,LOST,10.0
Copa do Brasil,FC Cascavel,1.0,0.0,Ponte Preta,7.0,2.0,124.0,97.0,14.0,7.0,00:30:00,2022-02-23,1.0,-1.0,WON,LOST,9.0
Copa do Brasil,URT MG,1.0,1.0,Avai,9.0,8.0,127.0,97.0,19.0,10.0,22:00:00,2022-02-22,0.0,0.0,DRAW,DRAW,17.0
Copa do Brasil,Lagarto,0.0,0.0,Figueirense,6.0,1.0,131.0,111.0,12.0,6.0,19:30:00,2022-02-22,0.0,0.0,DRAW,DRAW,7.0
Copa do Brasil,Athletico Paranaense,1.0,2.0,Atletico Mineiro,10.0,2.0,79.0,64.0,19.0,11.0,00:30:00,2021-12-16,-1.0,1.0,LOST,WON,12.0
Copa do Brasil,Atletico Mineiro,4.0,0.0,Athletico Paranaense,8.0,5.0,82.0,69.0,11.0,9.0,20:30:00,2021-12-12,4.0,-4.0,WON,LOST,13.0
Copa do Brasil,Fortaleza FC,1.0,2.0,Atletico Mineiro,6.0,3.0,130.0,86.0,12.0,6.0,01:30:00,2021-10-28,-1.0,1.0,LOST,WON,9.0
Copa do Brasil,Flamengo,0.0,3.0,Athletico Paranaense,9.0,1.0,95.0,49.0,22.0,5.0,01:30:00,2021-10-28,-3.0,3.0,LOST,WON,10.0
Copa do Brasil,Atletico Mineiro,4.0,0.0,Fortaleza FC,6.0,7.0,66.0,87.0,17.0,4.0,01:30:00,2021-10-21,4.0,-4.0,WON,LOST,13.0
Copa do Brasil,Athletico Paranaense,2.0,1.0,Flamengo,3.0,7.0,118.0,123.0,8.0,11.0,01:30:00,2021-10-21,1.0,-1.0,WON,LOST,10.0
Copa do Brasil,Fortaleza FC,3.0,1.0,Sao Paulo,6.0,5.0,127.0,111.0,14.0,8.0,01:30:00,2021-09-16,2.0,-2.0,WON,LOST,11.0
Copa do Brasil,Flamengo,2.0,0.0,Gremio,4.0,4.0,88.0,85.0,11.0,9.0,01:30:00,2021-09-16,2.0,-2.0,WON,LOST,8.0
Copa do Brasil,Atletico Mineiro,1.0,0.0,Fluminense,2.0,5.0,114.0,78.0,9.0,3.0,23:00:00,2021-09-15,1.0,-1.0,WON,LOST,7.0
Copa do Brasil,Fluminense,1.0,2.0,Atletico Mineiro,5.0,4.0,98.0,76.0,7.0,9.0,01:30:00,2021-08-27,-1.0,1.0,LOST,WON,9.0
Copa do Brasil,Gremio,0.0,4.0,Flamengo,4.0,3.0,98.0,75.0,10.0,11.0,01:30:00,2021-08-26,-4.0,4.0,LOST,WON,7.0
Copa do Brasil,Sao Paulo,2.0,2.0,Fortaleza FC,2.0,5.0,112.0,115.0,12.0,18.0,01:30:00,2021-08-26,0.0,0.0,DRAW,DRAW,7.0
Copa do Brasil,Athletico Paranaense,1.0,0.0,Santos,9.0,8.0,98.0,115.0,12.0,6.0,23:00:00,2021-08-25,1.0,-1.0,WON,LOST,17.0
Copa do Brasil,ABC,0.0,1.0,Flamengo,3.0,6.0,86.0,113.0,2.0,11.0,01:30:00,2021-08-06,-1.0,1.0,LOST,WON,9.0
Copa do Brasil,Juazeirense,2.0,0.0,Santos,4.0,10.0,108.0,143.0,8.0,9.0,23:15:00,2021-08-05,2.0,-2.0,WON,LOST,14.0
Copa do Brasil,EC Bahia,2.0,1.0,Atletico Mineiro,5.0,3.0,83.0,96.0,16.0,8.0,01:30:00,2021-08-05,1.0,-1.0,WON,LOST,8.0
Copa do Brasil,Vasco Da Gama RJ,1.0,2.0,Sao Paulo,2.0,6.0,99.0,155.0,8.0,15.0,01:30:00,2021-08-05,-1.0,1.0,LOST,WON,8.0
Copa do Brasil,Atletico Goianiense,2.0,2.0,Athletico Paranaense,10.0,3.0,121.0,105.0,8.0,9.0,23:15:00,2021-08-04,0.0,0.0,DRAW,DRAW,13.0
Copa do Brasil,CRB,0.0,1.0,Fortaleza FC,3.0,1.0,110.0,126.0,5.0,14.0,20:30:00,2021-08-04,-1.0,1.0,LOST,WON,4.0
Copa do Brasil,Gremio,1.0,0.0,Vitoria EC,10.0,2.0,103.0,71.0,13.0,7.0,23:00:00,2021-08-03,1.0,-1.0,WON,LOST,12.0
Copa do Brasil,Fluminense,3.0,0.0,Criciuma,4.0,3.0,125.0,138.0,7.0,7.0,20:30:00,2021-07-31,3.0,-3.0,WON,LOST,7.0
Copa do Brasil,Flamengo,6.0,0.0,ABC,4.0,2.0,109.0,77.0,23.0,1.0,00:00:00,2021-07-30,6.0,-6.0,WON,LOST,6.0
Copa do Brasil,Fortaleza FC,2.0,1.0,CRB,3.0,0.0,120.0,65.0,15.0,4.0,20:30:00,2021-07-29,1.0,-1.0,WON,LOST,3.0
Copa do Brasil,Atletico Mineiro,2.0,0.0,EC Bahia,5.0,6.0,109.0,93.0,14.0,13.0,01:30:00,2021-07-29,2.0,-2.0,WON,LOST,11.0
Copa do Brasil,Sao Paulo,2.0,0.0,Vasco Da Gama RJ,9.0,4.0,79.0,74.0,18.0,11.0,01:30:00,2021-07-29,2.0,-2.0,WON,LOST,13.0
Copa do Brasil,Santos,4.0,0.0,Juazeirense,12.0,1.0,156.0,79.0,22.0,5.0,23:15:00,2021-07-28,4.0,-4.0,WON,LOST,13.0
Copa do Brasil,Athletico Paranaense,2.0,1.0,Atletico Goianiense,6.0,0.0,99.0,102.0,10.0,7.0,20:30:00,2021-07-28,1.0,-1.0,WON,LOST,6.0
Copa do Brasil,Vitoria EC,0.0,3.0,Gremio,4.0,7.0,79.0,102.0,9.0,16.0,01:30:00,2021-07-28,-3.0,3.0,LOST,WON,11.0
Copa do Brasil,Criciuma,2.0,1.0,Fluminense,2.0,3.0,93.0,111.0,8.0,10.0,23:15:00,2021-07-27,1.0,-1.0,WON,LOST,5.0
Copa do Brasil,Flamengo,2.0,0.0,Coritiba,13.0,4.0,126.0,89.0,14.0,,01:30:00,2021-06-17,2.0,-2.0,WON,LOST,17.0
Copa do Brasil,Ceara,0.0,3.0,Fortaleza FC,9.0,3.0,103.0,79.0,8.0,12.0,01:30:00,2021-06-11,-3.0,3.0,LOST,WON,12.0
Copa do Brasil,Internacional,1.0,3.0,Vitoria,8.0,3.0,157.0,132.0,15.0,11.0,01:30:00,2021-06-11,-2.0,2.0,LOST,WON,11.0
Copa do Brasil,Atletico Mineiro,2.0,1.0,Clube Do Remo,6.0,2.0,118.0,123.0,15.0,9.0,23:00:00,2021-06-10,1.0,-1.0,WON,LOST,8.0
Copa do Brasil,Coritiba,0.0,1.0,Flamengo,2.0,5.0,71.0,117.0,5.0,15.0,23:00:00,2021-06-10,-1.0,1.0,LOST,WON,7.0
Copa do Brasil,Brasiliense,0.0,0.0,Gremio,0.0,3.0,77.0,72.0,8.0,6.0,19:30:00,2021-06-10,0.0,0.0,DRAW,DRAW,3.0
Copa do Brasil,Bragantino,2.0,1.0,Fluminense,8.0,4.0,148.0,114.0,20.0,5.0,01:30:00,2021-06-10,1.0,-1.0,WON,LOST,12.0
Copa do Brasil,Criciuma,2.0,2.0,America MG,2.0,6.0,126.0,166.0,13.0,12.0,01:30:00,2021-06-10,0.0,0.0,DRAW,DRAW,8.0
Copa do Brasil,Atletico Goianiense,0.0,0.0,Corinthians,1.0,12.0,85.0,110.0,5.0,15.0,01:30:00,2021-06-10,0.0,0.0,DRAW,DRAW,13.0
Copa do Brasil,EC Bahia,1.0,0.0,Vila Nova,10.0,3.0,110.0,70.0,17.0,12.0,23:00:00,2021-06-09,1.0,-1.0,WON,LOST,13.0
Copa do Brasil,Juazeirense,1.0,0.0,Cruzeiro,5.0,7.0,132.0,122.0,10.0,11.0,23:00:00,2021-06-09,1.0,-1.0,WON,LOST,12.0
Copa do Brasil,Athletico Paranaense,1.0,0.0,Avai,8.0,3.0,117.0,126.0,7.0,8.0,23:00:00,2021-06-09,1.0,-1.0,WON,LOST,11.0
Copa do Brasil,Palmeiras,0.0,1.0,CRB,10.0,0.0,153.0,84.0,30.0,2.0,23:00:00,2021-06-09,-1.0,1.0,LOST,WON,10.0
Copa do Brasil,ABC,3.0,0.0,Chapecoense,1.0,13.0,83.0,92.0,8.0,20.0,20:30:00,2021-06-09,3.0,-3.0,WON,LOST,14.0
Copa do Brasil,Vasco Da Gama RJ,1.0,1.0,Boavista SC Saquarema,9.0,4.0,132.0,96.0,19.0,8.0,20:30:00,2021-06-09,0.0,0.0,DRAW,DRAW,13.0
Copa do Brasil,Sao Paulo,9.0,1.0,4 de Julho EC,9.0,4.0,148.0,101.0,17.0,10.0,23:00:00,2021-06-08,8.0,-8.0,WON,LOST,13.0
Copa do Brasil,Santos,1.0,0.0,Cianorte,3.0,2.0,148.0,108.0,8.0,5.0,20:30:00,2021-06-08,1.0,-1.0,WON,LOST,5.0
Copa do Brasil,CRB,0.0,1.0,Palmeiras,10.0,8.0,97.0,133.0,11.0,9.0,01:30:00,2021-06-04,-1.0,1.0,LOST,WON,18.0
Copa do Brasil,Avai,1.0,1.0,Athletico Paranaense,4.0,4.0,124.0,111.0,12.0,9.0,23:00:00,2021-06-03,0.0,0.0,DRAW,DRAW,8.0
Copa do Brasil,Vitoria,0.0,1.0,Internacional,7.0,9.0,74.0,160.0,7.0,8.0,23:00:00,2021-06-03,-1.0,1.0,LOST,WON,16.0
Copa do Brasil,Cruzeiro,1.0,0.0,Juazeirense,11.0,6.0,138.0,89.0,10.0,8.0,20:30:00,2021-06-03,1.0,-1.0,WON,LOST,17.0
Copa do Brasil,Corinthians,0.0,2.0,Atletico Goianiense,4.0,1.0,128.0,104.0,10.0,9.0,01:30:00,2021-06-03,-2.0,2.0,LOST,WON,5.0
Copa do Brasil,Fluminense,2.0,0.0,Bragantino,7.0,1.0,106.0,111.0,9.0,3.0,01:30:00,2021-06-03,2.0,-2.0,WON,LOST,8.0
Copa do Brasil,America MG,0.0,0.0,Criciuma,6.0,2.0,199.0,123.0,14.0,9.0,01:30:00,2021-06-03,0.0,0.0,DRAW,DRAW,8.0
Copa do Brasil,Clube Do Remo,0.0,2.0,Atletico Mineiro,7.0,4.0,139.0,111.0,18.0,13.0,23:00:00,2021-06-02,-2.0,2.0,LOST,WON,11.0
Copa do Brasil,Fortaleza FC,1.0,1.0,Ceara,1.0,3.0,120.0,89.0,11.0,10.0,23:00:00,2021-06-02,0.0,0.0,DRAW,DRAW,4.0
Copa do Brasil,Chapecoense,3.0,1.0,ABC,11.0,3.0,113.0,113.0,9.0,6.0,20:30:00,2021-06-02,2.0,-2.0,WON,LOST,14.0
Copa do Brasil,Gremio,2.0,0.0,Brasiliense,7.0,7.0,157.0,124.0,18.0,8.0,20:30:00,2021-06-02,2.0,-2.0,WON,LOST,14.0
Copa do Brasil,Boavista SC Saquarema,0.0,1.0,Vasco Da Gama RJ,4.0,5.0,80.0,91.0,7.0,6.0,01:30:00,2021-06-02,-1.0,1.0,LOST,WON,9.0
Copa do Brasil,4 de Julho EC,3.0,2.0,Sao Paulo,2.0,6.0,117.0,144.0,13.0,13.0,01:30:00,2021-06-02,1.0,-1.0,WON,LOST,8.0
Copa do Brasil,Cianorte,0.0,2.0,Santos,1.0,9.0,100.0,148.0,5.0,17.0,23:00:00,2021-06-01,-2.0,2.0,LOST,WON,10.0
Copa do Brasil,Vila Nova,0.0,1.0,EC Bahia,6.0,4.0,122.0,148.0,11.0,19.0,20:30:00,2021-06-01,-1.0,1.0,LOST,WON,10.0
Copa do Brasil,Joinville,0.0,2.0,Atletico Goianiense,6.0,4.0,116.0,138.0,12.0,10.0,01:30:00,2021-04-16,-2.0,2.0,LOST,WON,10.0
Copa do Brasil,4 de Julho EC,0.0,0.0,Cuiaba,1.0,3.0,100.0,91.0,9.0,8.0,23:00:00,2021-04-15,0.0,0.0,DRAW,DRAW,4.0
Copa do Brasil,Avai,2.0,0.0,FC Cascavel,8.0,1.0,96.0,100.0,20.0,8.0,23:00:00,2021-04-15,2.0,-2.0,WON,LOST,9.0
Copa do Brasil,ABC,1.0,1.0,Botafogo RJ,1.0,8.0,70.0,97.0,9.0,14.0,01:30:00,2021-04-15,0.0,0.0,DRAW,DRAW,9.0
Copa do Brasil,America RN,0.0,1.0,Cruzeiro,5.0,8.0,85.0,137.0,10.0,19.0,01:30:00,2021-04-15,-1.0,1.0,LOST,WON,13.0
Copa do Brasil,America MG,1.0,1.0,Ferroviario,5.0,2.0,166.0,116.0,16.0,13.0,23:00:00,2021-04-14,0.0,0.0,DRAW,DRAW,7.0
Copa do Brasil,CSA,1.0,1.0,Clube Do Remo,4.0,6.0,83.0,93.0,9.0,10.0,01:30:00,2021-04-14,0.0,0.0,DRAW,DRAW,10.0
Copa do Brasil,Cianorte,1.0,0.0,Santa Cruz FC,4.0,0.0,88.0,62.0,16.0,5.0,23:00:00,2021-04-13,1.0,-1.0,WON,LOST,4.0
Copa do Brasil,Paysandu,1.0,2.0,CRB,5.0,7.0,114.0,91.0,21.0,14.0,20:45:00,2021-04-13,-1.0,1.0,LOST,WON,12.0
Copa do Brasil,Vila Nova,1.0,1.0,EC Juventude,2.0,3.0,43.0,68.0,3.0,2.0,01:30:00,2021-04-09,0.0,0.0,DRAW,DRAW,5.0
Copa do Brasil,Criciuma,1.0,1.0,Ponte Preta,5.0,1.0,98.0,108.0,13.0,8.0,23:00:00,2021-04-08,0.0,0.0,DRAW,DRAW,6.0
Copa do Brasil,EC Bahia,4.0,1.0,Manaus,5.0,8.0,113.0,105.0,16.0,20.0,01:30:00,2021-04-08,3.0,-3.0,WON,LOST,13.0
Copa do Brasil,Tombense MG,1.0,2.0,Vasco Da Gama RJ,4.0,5.0,87.0,80.0,11.0,12.0,01:30:00,2021-04-08,-1.0,1.0,LOST,WON,9.0
Copa do Brasil,Vitoria EC,2.0,0.0,Rio Branco ES,13.0,2.0,105.0,68.0,24.0,6.0,23:00:00,2021-04-07,2.0,-2.0,WON,LOST,15.0
Copa do Brasil,Fortaleza FC,1.0,0.0,Ypiranga RS,6.0,2.0,122.0,93.0,18.0,5.0,01:30:00,2021-04-07,1.0,-1.0,WON,LOST,8.0
Copa do Brasil,Coritiba,3.0,2.0,Operario PR,6.0,3.0,129.0,119.0,8.0,13.0,23:00:00,2021-04-06,1.0,-1.0,WON,LOST,9.0
